hostname	config	avg_tokens_per_second	stddev_tokens_per_second	raw_timings
obstinate-serenity-v2	cpu (openblas, -t 5)	0.212	0.0075	[["0.8400", "4965.2700", "4965.2700"], ["0.8300", "4771.9400", "4771.9400"], ["0.8400", "4748.2700", "4748.2700"], ["0.8400", "4565.6100", "4565.6100"], ["0.8500", "4622.6000", "4622.6000"]]
DESKTOP-T0IEVSO-v2	cpu (-t 1)	4.066	0.0287	[["0.9600", "244.9700", "244.9700"], ["0.9700", "245.4000", "245.4000"], ["0.9700", "249.6200", "249.6200"], ["0.9600", "245.2100", "245.2100"], ["0.9500", "244.6300", "244.6300"]]
DESKTOP-T0IEVSO-v2	cpu (-t 2)	8.112	0.0075	[["0.9600", "123.1000", "123.1000"], ["0.9500", "123.2700", "123.2700"], ["0.9600", "123.4700", "123.4700"], ["0.9600", "123.2200", "123.2200"], ["0.9500", "123.3800", "123.3800"]]
DESKTOP-T0IEVSO-v2	cpu (-t 3)	11.646	0.1576	[["0.9600", "84.4400", "84.4400"], ["0.9500", "85.8500", "85.8500"], ["0.9500", "87.0100", "87.0100"], ["0.9600", "84.7100", "84.7100"], ["0.9600", "87.3700", "87.3700"]]
DESKTOP-T0IEVSO-v2	cpu (-t 4)	14.562	1.4239	[["0.9600", "67.5000", "67.5000"], ["0.9600", "64.4500", "64.4500"], ["0.9700", "84.5400", "84.5400"], ["0.9600", "67.5000", "67.5000"], ["0.9700", "63.1200", "63.1200"]]
DESKTOP-T0IEVSO-v2	cpu (-t 5)	16.95	2.4511	[["0.9500", "72.0000", "72.0000"], ["0.9600", "71.3800", "71.3800"], ["0.9500", "52.4100", "52.4100"], ["0.9500", "52.8000", "52.8000"], ["0.9500", "53.1000", "53.1000"]]
DESKTOP-T0IEVSO-v2	cpu (-t 6)	21.226	1.7781	[["0.9500", "46.7700", "46.7700"], ["0.9600", "44.1500", "44.1500"], ["0.9500", "44.4700", "44.4700"], ["0.9600", "45.8200", "45.8200"], ["0.9600", "56.2200", "56.2200"]]
DESKTOP-T0IEVSO-v2	cpu (-t 7)	17.232	1.7816	[["0.9600", "53.8400", "53.8400"], ["0.9500", "65.6600", "65.6600"], ["0.9500", "50.1500", "50.1500"], ["0.9500", "59.5800", "59.5800"], ["0.9600", "63.9400", "63.9400"]]
DESKTOP-T0IEVSO-v2	cpu (-t 8)	17.026	0.1881	[["0.9500", "58.8100", "58.8100"], ["0.9600", "58.3700", "58.3700"], ["0.9500", "59.9900", "59.9900"], ["0.9500", "58.2400", "58.2400"], ["0.9400", "58.2700", "58.2700"]]
DESKTOP-T0IEVSO-v2	cpu (-t 9)	18.692	0.0578	[["0.9600", "53.4700", "53.4700"], ["0.9500", "53.7200", "53.7200"], ["0.9500", "53.6300", "53.6300"], ["0.9600", "53.4700", "53.4700"], ["0.9500", "53.2100", "53.2100"]]
DESKTOP-T0IEVSO-v2	cpu (-t 10)	20.27	0.1875	[["0.9600", "49.2800", "49.2800"], ["0.9600", "48.9800", "48.9800"], ["0.9500", "48.7800", "48.7800"], ["0.9500", "49.5700", "49.5700"], ["0.9500", "50.0700", "50.0700"]]
DESKTOP-T0IEVSO-v2	cpu (-t 11)	21.174	0.6209	[["0.9500", "45.3100", "45.3100"], ["0.9600", "45.9200", "45.9200"], ["0.9500", "48.4800", "48.4800"], ["0.9500", "48.4000", "48.4000"], ["0.9500", "48.2500", "48.2500"]]
DESKTOP-T0IEVSO-v2	cpu (-t 12)	22.19	0.1068	[["0.9600", "45.0100", "45.0100"], ["0.9500", "45.3500", "45.3500"], ["0.9500", "44.8600", "44.8600"], ["0.9600", "45.2800", "45.2800"], ["0.9600", "44.8300", "44.8300"]]
DESKTOP-T0IEVSO-v2	cpu (-t 13)	23.572	0.2901	[["0.9600", "43.4600", "43.4600"], ["0.9700", "42.2600", "42.2600"], ["0.9600", "42.2100", "42.2100"], ["0.9600", "41.9200", "41.9200"], ["0.9600", "42.2900", "42.2900"]]
DESKTOP-T0IEVSO-v2	cpu (-t 14)	26.376	0.0432	[["0.9500", "37.8300", "37.8300"], ["0.9500", "38.0000", "38.0000"], ["0.9600", "37.9700", "37.9700"], ["0.9800", "37.9200", "37.9200"], ["0.9600", "37.8500", "37.8500"]]
DESKTOP-T0IEVSO-v2	cpu (-t 15)	27.28	0.3699	[["0.9500", "36.2900", "36.2900"], ["0.9600", "36.4200", "36.4200"], ["0.9500", "36.5400", "36.5400"], ["0.9600", "36.4100", "36.4100"], ["0.9500", "37.6700", "37.6700"]]
DESKTOP-T0IEVSO-v2	cpu (-t 16)	21.674	2.0668	[["0.9600", "51.8200", "51.8200"], ["0.9600", "40.5700", "40.5700"], ["0.9500", "48.3200", "48.3200"], ["0.9500", "49.6400", "49.6400"], ["0.9600", "42.4200", "42.4200"]]
DESKTOP-T0IEVSO-v2	cpu (-t 17)	0.264	0.025	[["0.9900", "4111.5300", "4111.5300"], ["1.0500", "3393.2200", "3393.2200"], ["1.0000", "4381.5700", "4381.5700"], ["1.0400", "3710.6700", "3710.6700"], ["1.0100", "3496.8400", "3496.8400"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 1)	4.13	0.0253	[["0.9500", "241.3500", "241.3500"], ["0.9500", "241.7300", "241.7300"], ["0.9500", "241.5300", "241.5300"], ["0.9500", "241.2000", "241.2000"], ["0.9700", "244.8500", "244.8500"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 2)	8.208	0.0075	[["0.9500", "121.6900", "121.6900"], ["0.9400", "122.0100", "122.0100"], ["0.9500", "121.8200", "121.8200"], ["0.9500", "122.0200", "122.0200"], ["0.9600", "121.8400", "121.8400"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 3)	12.202	0.0075	[["0.9500", "81.9200", "81.9200"], ["0.9500", "81.9500", "81.9500"], ["0.9500", "81.8900", "81.8900"], ["0.9600", "81.9600", "81.9600"], ["0.9500", "82.0400", "82.0400"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 4)	16.028	0.0117	[["0.9500", "62.4200", "62.4200"], ["0.9500", "62.4200", "62.4200"], ["0.9500", "62.3000", "62.3000"], ["0.9500", "62.3700", "62.3700"], ["0.9500", "62.4200", "62.4200"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 5)	19.162	0.6703	[["0.9500", "51.0000", "51.0000"], ["0.9500", "51.0100", "51.0100"], ["0.9500", "51.1200", "51.1200"], ["0.9500", "52.1500", "52.1500"], ["0.9500", "55.9800", "55.9800"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 6)	22.354	0.7149	[["0.9500", "44.3400", "44.3400"], ["0.9500", "43.4900", "43.4900"], ["0.9500", "47.3700", "47.3700"], ["0.9600", "43.3800", "43.3800"], ["0.9600", "45.3100", "45.3100"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 7)	20.568	2.4952	[["0.9500", "46.0600", "46.0600"], ["0.9500", "45.7300", "45.7300"], ["0.9500", "64.1500", "64.1500"], ["0.9500", "45.2500", "45.2500"], ["0.9500", "46.3600", "46.3600"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 8)	17.16	0.0415	[["0.9500", "58.1900", "58.1900"], ["0.9500", "58.3100", "58.3100"], ["0.9500", "58.4900", "58.4900"], ["0.9500", "58.3600", "58.3600"], ["0.9500", "58.0700", "58.0700"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 9)	18.856	0.0472	[["0.9500", "53.0500", "53.0500"], ["0.9600", "52.8400", "52.8400"], ["0.9500", "53.1200", "53.1200"], ["0.9500", "52.9800", "52.9800"], ["0.9500", "53.2300", "53.2300"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 10)	20.588	0.0519	[["0.9500", "48.5300", "48.5300"], ["0.9700", "48.7800", "48.7800"], ["0.9500", "48.5600", "48.5600"], ["0.9500", "48.6000", "48.6000"], ["0.9600", "48.4100", "48.4100"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 11)	22.126	0.0791	[["0.9600", "44.9900", "44.9900"], ["0.9500", "45.3900", "45.3900"], ["0.9500", "45.0300", "45.0300"], ["0.9400", "45.2900", "45.2900"], ["0.9500", "45.2800", "45.2800"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 12)	23.682	0.092	[["0.9500", "42.4000", "42.4000"], ["0.9500", "42.3900", "42.3900"], ["0.9500", "41.9600", "41.9600"], ["0.9400", "42.1500", "42.1500"], ["0.9500", "42.2100", "42.2100"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 13)	25.094	0.0697	[["0.9500", "40.0000", "40.0000"], ["0.9500", "39.8700", "39.8700"], ["0.9500", "39.6600", "39.6600"], ["0.9500", "39.8100", "39.8100"], ["0.9500", "39.9000", "39.9000"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 14)	26.376	0.1095	[["0.9600", "37.8100", "37.8100"], ["0.9500", "37.8700", "37.8700"], ["0.9500", "37.8100", "37.8100"], ["0.9500", "37.8600", "37.8600"], ["0.9500", "38.2200", "38.2200"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 15)	27.262	0.2375	[["0.9600", "36.6400", "36.6400"], ["0.9500", "36.4000", "36.4000"], ["0.9500", "36.8300", "36.8300"], ["0.9500", "37.2200", "37.2200"], ["0.9400", "36.3300", "36.3300"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 16)	24.478	0.3163	[["0.9600", "41.2200", "41.2200"], ["0.9500", "40.6400", "40.6400"], ["0.9500", "39.9500", "39.9500"], ["0.9600", "41.0700", "41.0700"], ["0.9500", "41.4300", "41.4300"]]
DESKTOP-T0IEVSO-v2	cpu (openblas, -t 17)	0.26	0.021	[["1.0400", "3545.3200", "3545.3200"], ["1.0000", "3588.7500", "3588.7500"], ["1.0100", "3727.7100", "3727.7100"], ["0.9900", "4209.4200", "4209.4200"], ["0.9700", "4321.6200", "4321.6200"]]
scw-beautiful-hertz	cpu (-t 1)	1.598	0.0331	[["1.3500", "618.8300", "618.8300"], ["1.3900", "636.4400", "636.4400"], ["1.3800", "622.6600", "622.6600"], ["1.4100", "609.3200", "609.3200"], ["1.4000", "643.5200", "643.5200"]]
scw-beautiful-hertz	cpu (-t 2)	2.864	0.0967	[["1.3800", "350.2700", "350.2700"], ["1.3700", "353.1900", "353.1900"], ["1.3700", "361.1900", "361.1900"], ["1.4000", "328.0000", "328.0000"], ["1.3800", "355.1000", "355.1000"]]
scw-beautiful-hertz	cpu (-t 3)	3.628	0.2979	[["1.3700", "256.2500", "256.2500"], ["1.4100", "289.0000", "289.0000"], ["1.4400", "263.1700", "263.1700"], ["1.4200", "259.1500", "259.1500"], ["1.4000", "320.7200", "320.7200"]]
scw-beautiful-hertz	cpu (-t 4)	4.538	0.6303	[["1.3900", "200.4600", "200.4600"], ["1.4700", "181.3900", "181.3900"], ["1.3300", "262.7200", "262.7200"], ["1.5900", "249.4500", "249.4500"], ["1.5900", "229.0400", "229.0400"]]
scw-beautiful-hertz	cpu (-t 5)	0.512	0.0075	[["1.4400", "1936.1100", "1936.1100"], ["1.4200", "1937.4300", "1937.4300"], ["1.6000", "1979.4300", "1979.4300"], ["1.4600", "1963.5100", "1963.5100"], ["1.2700", "1996.7900", "1996.7900"]]
scw-beautiful-hertz	cpu (openblas, -t 1)	1.586	0.0233	[["1.3700", "633.1500", "633.1500"], ["1.3500", "612.5400", "612.5400"], ["1.4000", "633.4900", "633.4900"], ["1.4200", "642.6500", "642.6500"], ["1.4000", "632.8800", "632.8800"]]
scw-beautiful-hertz	cpu (openblas, -t 2)	2.958	0.0578	[["1.4300", "333.4700", "333.4700"], ["1.3900", "345.3800", "345.3800"], ["1.4200", "343.9300", "343.9300"], ["1.3300", "340.8700", "340.8700"], ["1.4100", "328.1400", "328.1400"]]
scw-beautiful-hertz	cpu (openblas, -t 3)	4.324	0.297	[["1.3300", "217.9500", "217.9500"], ["1.4100", "237.0200", "237.0200"], ["1.3100", "219.4200", "219.4200"], ["1.4700", "224.2100", "224.2100"], ["1.3800", "263.5700", "263.5700"]]
scw-beautiful-hertz	cpu (openblas, -t 4)	4.43	0.5112	[["1.4500", "202.1000", "202.1000"], ["1.5100", "246.4200", "246.4200"], ["1.5200", "236.1800", "236.1800"], ["1.4300", "195.8100", "195.8100"], ["1.4700", "263.2100", "263.2100"]]
scw-beautiful-hertz	cpu (openblas, -t 5)	0.516	0.0049	[["1.5300", "1936.4000", "1936.4000"], ["1.6100", "1928.1200", "1928.1200"], ["1.2700", "1945.4400", "1945.4400"], ["1.4600", "1919.4400", "1919.4400"], ["1.3300", "1960.1300", "1960.1300"]]
ubuntu-8gb-hel1-1	cpu (-t 1)	2.028	0.0172	[["1.1600", "494.3500", "494.3500"], ["1.1600", "485.2900", "485.2900"], ["1.1500", "495.2900", "495.2900"], ["1.1800", "497.5800", "497.5800"], ["1.1500", "492.3900", "492.3900"]]
ubuntu-8gb-hel1-1	cpu (-t 2)	3.86	0.0701	[["1.1800", "252.6600", "252.6600"], ["1.2000", "255.4200", "255.4200"], ["1.1800", "260.3700", "260.3700"], ["1.2000", "265.3900", "265.3900"], ["1.1800", "262.5700", "262.5700"]]
ubuntu-8gb-hel1-1	cpu (-t 3)	0.194	0.012	[["1.4100", "4937.8200", "4937.8200"], ["1.3000", "4711.9300", "4711.9300"], ["1.3000", "4975.2300", "4975.2300"], ["1.3100", "5453.3100", "5453.3100"], ["1.4400", "5417.4600", "5417.4600"]]
ubuntu-8gb-hel1-1	cpu (openblas, -t 1)	1.994	0.0326	[["1.1100", "501.2900", "501.2900"], ["1.1000", "499.8900", "499.8900"], ["1.1300", "488.4600", "488.4600"], ["1.1100", "504.3800", "504.3800"], ["1.1000", "511.9300", "511.9300"]]
ubuntu-8gb-hel1-1	cpu (openblas, -t 2)	3.74	0.0486	[["1.1000", "263.9900", "263.9900"], ["1.1500", "264.7100", "264.7100"], ["1.1300", "269.4800", "269.4800"], ["1.1500", "273.0100", "273.0100"], ["1.1300", "266.0500", "266.0500"]]
ubuntu-8gb-hel1-1	cpu (openblas, -t 3)	0.192	0.004	[["1.2300", "5190.7400", "5190.7400"], ["1.2100", "5272.0500", "5272.0500"], ["1.2100", "5004.0600", "5004.0600"], ["1.2000", "5281.4200", "5281.4200"], ["1.1900", "5132.6000", "5132.6000"]]
ubuntu-8gb-hel1-2	cpu (-t 1)	4.856	0.0641	[["0.8400", "203.3500", "203.3500"], ["0.8500", "203.8400", "203.8400"], ["0.8300", "204.5400", "204.5400"], ["0.8300", "208.1600", "208.1600"], ["0.8400", "210.2300", "210.2300"]]
ubuntu-8gb-hel1-2	cpu (-t 2)	5.0	0.0322	[["0.8100", "200.2200", "200.2200"], ["0.8400", "200.1100", "200.1100"], ["0.8700", "197.8400", "197.8400"], ["0.8300", "199.5900", "199.5900"], ["0.8600", "202.1500", "202.1500"]]
ubuntu-8gb-hel1-2	cpu (-t 3)	0.188	0.004	[["0.7800", "5531.9200", "5531.9200"], ["0.8100", "5287.5300", "5287.5300"], ["0.7900", "5343.9300", "5343.9300"], ["0.7900", "5143.8700", "5143.8700"], ["0.7900", "5155.1200", "5155.1200"]]
ubuntu-8gb-hel1-2	cpu (openblas, -t 1)	4.836	0.0372	[["0.8500", "209.5700", "209.5700"], ["0.8500", "204.7200", "204.7200"], ["0.8400", "206.8300", "206.8300"], ["0.8700", "206.5600", "206.5600"], ["0.8400", "205.9100", "205.9100"]]
ubuntu-8gb-hel1-2	cpu (openblas, -t 2)	4.934	0.0786	[["0.8500", "202.0600", "202.0600"], ["0.8500", "198.5400", "198.5400"], ["0.8500", "200.7400", "200.7400"], ["0.8700", "207.8600", "207.8600"], ["0.8500", "204.6800", "204.6800"]]
ubuntu-8gb-hel1-2	cpu (openblas, -t 3)	0.202	0.004	[["0.7900", "4847.9200", "4847.9200"], ["0.7800", "5036.8300", "5036.8300"], ["0.7600", "4961.6200", "4961.6200"], ["0.7700", "5128.1300", "5128.1300"], ["0.7800", "5112.8400", "5112.8400"]]
elpis	gpu (-t 1, -ngl 0)	4.452	0.0581	[["0.7300", "220.0400", "220.0400"], ["0.7700", "227.5800", "227.5800"], ["0.7600", "227.7100", "227.7100"], ["0.7700", "224.8700", "224.8700"], ["0.7700", "222.7700", "222.7700"]]
elpis	gpu (-t 6, -ngl 0)	16.992	1.516	[["0.9000", "55.1200", "55.1200"], ["0.9100", "66.0500", "66.0500"], ["0.8900", "51.7700", "51.7700"], ["0.9200", "61.9900", "61.9900"], ["0.9200", "61.6300", "61.6300"]]
elpis	gpu (-t 11, -ngl 0)	10.572	2.5882	[["0.8100", "82.4700", "82.4700"], ["0.8300", "70.0300", "70.0300"], ["0.8300", "94.3500", "94.3500"], ["0.8300", "150.6600", "150.6600"], ["0.8300", "108.5300", "108.5300"]]
elpis	gpu (-t 13, -ngl 0)	0.44	0.0477	[["0.8100", "2368.2300", "2368.2300"], ["0.8000", "1887.0200", "1887.0200"], ["0.8600", "2364.2200", "2364.2200"], ["0.8100", "2545.4200", "2545.4200"], ["0.8900", "2250.8500", "2250.8500"]]
elpis	gpu (-t 1, -ngl 10)	5.34	0.109	[["0.8800", "190.4600", "190.4600"], ["0.7700", "188.4000", "188.4000"], ["0.7900", "181.0200", "181.0200"], ["0.8900", "185.0200", "185.0200"], ["0.8600", "191.6200", "191.6200"]]
elpis	gpu (-t 6, -ngl 10)	14.688	2.6209	[["0.9200", "52.1600", "52.1600"], ["0.8900", "68.0800", "68.0800"], ["1.0000", "91.1800", "91.1800"], ["0.9500", "68.6200", "68.6200"], ["0.9000", "71.2400", "71.2400"]]
elpis	gpu (-t 11, -ngl 10)	12.728	3.8498	[["0.8300", "173.6400", "173.6400"], ["0.8300", "60.3400", "60.3400"], ["0.8600", "63.7800", "63.7800"], ["0.8300", "84.7800", "84.7800"], ["0.8200", "72.3000", "72.3000"]]
elpis	gpu (-t 13, -ngl 10)	0.612	0.0392	[["0.8200", "1793.4800", "1793.4800"], ["0.8800", "1467.1600", "1467.1600"], ["0.9000", "1611.5500", "1611.5500"], ["0.9000", "1671.1500", "1671.1500"], ["0.9200", "1676.1600", "1676.1600"]]
elpis	gpu (-t 1, -ngl 20)	8.062	0.5824	[["0.7800", "144.4500", "144.4500"], ["0.8100", "122.5400", "122.5400"], ["0.8400", "118.2800", "118.2800"], ["0.8100", "120.5200", "120.5200"], ["0.9000", "117.9800", "117.9800"]]
elpis	gpu (-t 6, -ngl 20)	16.714	0.9027	[["0.9100", "62.1600", "62.1600"], ["0.8400", "61.6200", "61.6200"], ["0.9100", "62.0600", "62.0600"], ["0.8000", "54.1400", "54.1400"], ["0.9700", "60.0000", "60.0000"]]
elpis	gpu (-t 11, -ngl 20)	13.084	2.5442	[["0.8500", "72.2800", "72.2800"], ["0.8500", "59.6700", "59.6700"], ["0.8800", "89.3600", "89.3600"], ["1.2400", "106.1400", "106.1400"], ["1.1800", "70.3700", "70.3700"]]
elpis	gpu (-t 13, -ngl 20)	1.074	0.1587	[["0.8700", "966.0200", "966.0200"], ["0.7500", "1088.7700", "1088.7700"], ["0.8500", "732.6800", "732.6800"], ["0.8900", "901.0100", "901.0100"], ["0.8000", "1059.5900", "1059.5900"]]
elpis	gpu (-t 1, -ngl 30)	15.038	0.335	[["0.8000", "68.7900", "68.7900"], ["0.8300", "67.1500", "67.1500"], ["0.8400", "66.9400", "66.9400"], ["0.8100", "65.1100", "65.1100"], ["0.7900", "64.6900", "64.6900"]]
elpis	gpu (-t 6, -ngl 30)	18.938	0.1512	[["0.8100", "52.5900", "52.5900"], ["0.9000", "52.4300", "52.4300"], ["0.9800", "53.3100", "53.3100"], ["0.7900", "52.3700", "52.3700"], ["0.8000", "53.3400", "53.3400"]]
elpis	gpu (-t 11, -ngl 30)	17.48	0.9654	[["0.8500", "53.8000", "53.8000"], ["0.8300", "61.1000", "61.1000"], ["0.8600", "61.0100", "61.0100"], ["0.8300", "56.9100", "56.9100"], ["0.8200", "54.1200", "54.1200"]]
elpis	gpu (-t 13, -ngl 30)	9.548	2.7531	[["0.7900", "149.9900", "149.9900"], ["0.7600", "82.3000", "82.3000"], ["0.9100", "73.8600", "73.8600"], ["0.8400", "129.3100", "129.3100"], ["0.7500", "130.7000", "130.7000"]]
elpis	gpu (-t 1, -ngl 33)	20.05	0.5515	[["0.7600", "49.3900", "49.3900"], ["0.7800", "52.7600", "52.7600"], ["0.7900", "49.0800", "49.0800"], ["0.8200", "49.1800", "49.1800"], ["0.8000", "49.1300", "49.1300"]]
elpis	gpu (-t 6, -ngl 33)	20.448	0.0773	[["0.8100", "48.9000", "48.9000"], ["0.8800", "48.8900", "48.8900"], ["0.8300", "49.1600", "49.1600"], ["0.8000", "48.5800", "48.5800"], ["0.7900", "48.9700", "48.9700"]]
elpis	gpu (-t 11, -ngl 33)	20.452	0.0752	[["0.7800", "48.8600", "48.8600"], ["0.8000", "48.5800", "48.5800"], ["0.8100", "48.9200", "48.9200"], ["0.8200", "48.9700", "48.9700"], ["0.8600", "49.1500", "49.1500"]]
elpis	gpu (-t 13, -ngl 33)	20.298	0.0852	[["0.8000", "49.5000", "49.5000"], ["0.8800", "49.0400", "49.0400"], ["0.9200", "49.1200", "49.1200"], ["1.0000", "49.1400", "49.1400"], ["0.9100", "49.5300", "49.5300"]]
chlorine	cpu (-t 1)	3.906	0.0049	[["0.8300", "255.7300", "255.7300"], ["0.8300", "256.1600", "256.1600"], ["0.8300", "256.1100", "256.1100"], ["0.8300", "255.7800", "255.7800"], ["0.8300", "256.0000", "256.0000"]]
chlorine	cpu (-t 2)	7.65	0.0261	[["0.8300", "130.6600", "130.6600"], ["0.8300", "131.0200", "131.0200"], ["0.8300", "130.9200", "130.9200"], ["0.8300", "129.7900", "129.7900"], ["0.8300", "131.0800", "131.0800"]]
chlorine	cpu (-t 3)	10.332	0.0453	[["0.8500", "96.2600", "96.2600"], ["0.8400", "97.3000", "97.3000"], ["0.8500", "97.2800", "97.2800"], ["0.8500", "96.4200", "96.4200"], ["0.8500", "96.7200", "96.7200"]]
chlorine	cpu (-t 4)	12.498	0.0331	[["0.8600", "79.6700", "79.6700"], ["0.8500", "80.0500", "80.0500"], ["0.8600", "80.1800", "80.1800"], ["0.8500", "79.8600", "79.8600"], ["0.8600", "80.2500", "80.2500"]]
chlorine	cpu (-t 5)	9.182	0.0778	[["0.8700", "110.3800", "110.3800"], ["0.8800", "108.1100", "108.1100"], ["0.8600", "107.8100", "107.8100"], ["0.8600", "109.0800", "109.0800"], ["0.8500", "109.2800", "109.2800"]]
chlorine	cpu (-t 6)	10.53	0.0276	[["0.8700", "95.1000", "95.1000"], ["0.8900", "94.7600", "94.7600"], ["0.8700", "94.7800", "94.7800"], ["0.8700", "94.7900", "94.7900"], ["0.8900", "95.4300", "95.4300"]]
chlorine	cpu (-t 7)	11.712	0.0906	[["0.8800", "84.7700", "84.7700"], ["0.8900", "86.4100", "86.4100"], ["0.9000", "84.9400", "84.9400"], ["0.8900", "84.9000", "84.9000"], ["0.8800", "85.9100", "85.9100"]]
chlorine	cpu (-t 8)	12.726	0.0717	[["0.9000", "78.5800", "78.5800"], ["0.8900", "78.4600", "78.4600"], ["0.8800", "78.1100", "78.1100"], ["0.8700", "78.3400", "78.3400"], ["0.8900", "79.4500", "79.4500"]]
chlorine	cpu (-t 9)	0.454	0.008	[["0.8900", "2190.9200", "2190.9200"], ["0.8700", "2275.9000", "2275.9000"], ["0.8900", "2179.9100", "2179.9100"], ["0.8600", "2225.3000", "2225.3000"], ["0.8600", "2168.4400", "2168.4400"]]
chlorine	cpu (openblas, -t 1)	3.956	0.0049	[["0.8300", "252.4100", "252.4100"], ["0.8300", "253.4100", "253.4100"], ["0.8300", "252.7500", "252.7500"], ["0.8300", "252.6500", "252.6500"], ["0.8300", "253.2200", "253.2200"]]
chlorine	cpu (openblas, -t 2)	7.786	0.0233	[["0.8300", "129.1000", "129.1000"], ["0.8300", "128.1100", "128.1100"], ["0.8400", "128.7500", "128.7500"], ["0.8300", "128.4100", "128.4100"], ["0.8500", "128.1200", "128.1200"]]
chlorine	cpu (openblas, -t 3)	10.46	0.0253	[["0.8400", "95.4600", "95.4600"], ["0.8500", "95.7800", "95.7800"], ["0.8400", "95.4200", "95.4200"], ["0.8500", "95.9700", "95.9700"], ["0.8400", "95.4600", "95.4600"]]
chlorine	cpu (openblas, -t 4)	12.664	0.0287	[["0.8400", "78.9500", "78.9500"], ["0.8500", "79.2400", "79.2400"], ["0.8600", "78.7000", "78.7000"], ["0.8500", "79.0100", "79.0100"], ["0.8500", "78.9700", "78.9700"]]
chlorine	cpu (openblas, -t 5)	9.282	0.0431	[["0.8400", "108.2500", "108.2500"], ["0.8600", "107.3500", "107.3500"], ["0.8600", "108.4400", "108.4400"], ["0.8600", "107.4100", "107.4100"], ["0.8700", "107.2600", "107.2600"]]
chlorine	cpu (openblas, -t 6)	10.588	0.0387	[["0.8700", "94.9300", "94.9300"], ["0.8700", "94.5100", "94.5100"], ["0.8700", "93.9900", "93.9900"], ["0.8900", "94.5900", "94.5900"], ["0.8600", "94.2000", "94.2000"]]
chlorine	cpu (openblas, -t 7)	11.814	0.0585	[["0.8900", "84.1900", "84.1900"], ["0.8900", "84.6900", "84.6900"], ["0.9000", "85.2000", "85.2000"], ["0.9100", "85.0200", "85.0200"], ["0.8600", "84.1800", "84.1800"]]
chlorine	cpu (openblas, -t 8)	12.664	0.0615	[["0.8600", "79.2300", "79.2300"], ["0.8900", "78.9800", "78.9800"], ["0.8700", "79.4100", "79.4100"], ["0.8700", "78.8700", "78.8700"], ["0.8600", "78.3300", "78.3300"]]
chlorine	cpu (openblas, -t 9)	0.456	0.0174	[["0.8600", "2039.7900", "2039.7900"], ["0.8700", "2226.5200", "2226.5200"], ["0.8800", "2255.2400", "2255.2400"], ["0.8500", "2226.3500", "2226.3500"], ["0.8900", "2235.8200", "2235.8200"]]
arctic-rose-v2	cpu (-t 1)	1.936	0.0174	[["0.8000", "507.6600", "507.6600"], ["0.8000", "517.3500", "517.3500"], ["0.8000", "518.8500", "518.8500"], ["0.8000", "520.8200", "520.8200"], ["0.8000", "517.8100", "517.8100"]]
arctic-rose-v2	cpu (-t 2)	3.71	0.0089	[["0.8100", "269.0400", "269.0400"], ["0.8100", "270.5100", "270.5100"], ["0.8200", "270.4900", "270.4900"], ["0.8100", "269.1500", "269.1500"], ["0.8200", "269.7200", "269.7200"]]
arctic-rose-v2	cpu (-t 3)	5.398	0.0214	[["0.8200", "185.2300", "185.2300"], ["0.8200", "185.9200", "185.9200"], ["0.8100", "184.8600", "184.8600"], ["0.8100", "186.1300", "186.1300"], ["0.8200", "184.2600", "184.2600"]]
arctic-rose-v2	cpu (-t 4)	6.912	0.0618	[["0.8100", "147.2100", "147.2100"], ["0.8200", "144.2100", "144.2100"], ["0.8100", "144.1800", "144.1800"], ["0.8200", "143.6600", "143.6600"], ["0.8200", "144.1700", "144.1700"]]
arctic-rose-v2	cpu (-t 5)	8.452	0.0117	[["0.8200", "118.4400", "118.4400"], ["0.8200", "118.2000", "118.2000"], ["0.8200", "118.0000", "118.0000"], ["0.8200", "118.2900", "118.2900"], ["0.8100", "118.5000", "118.5000"]]
arctic-rose-v2	cpu (-t 6)	10.016	0.0734	[["0.8100", "99.5000", "99.5000"], ["0.8100", "99.5900", "99.5900"], ["0.8100", "99.3900", "99.3900"], ["0.8100", "99.3900", "99.3900"], ["0.8100", "101.3200", "101.3200"]]
arctic-rose-v2	cpu (-t 7)	11.588	0.0204	[["0.8100", "86.5500", "86.5500"], ["0.8100", "86.2400", "86.2400"], ["0.8100", "86.3100", "86.3100"], ["0.8100", "86.2900", "86.2900"], ["0.8100", "86.1500", "86.1500"]]
